"","Key","Plate","Bead.Name","Well","MouseID","GroupID","Tissue","Stim","FecalSample","MFI","Count","Concentration","Bottom.MFI","Bottom.Conc","Top.MFI","Top.Conc","ConcFinal"
"1","1_IFN-a",1,"IFN-a","D3","SAF2","SAF","SPLEEN","LPS","HEU001",11,153,"18.64",45,21.24,15860.5,5990.73,"21.24"
"2","1_IFN-a",1,"IFN-a","E3","SAF3","SAF","SPLEEN","LPS","HEU001",10,131,"18.56",45,21.24,15860.5,5990.73,"21.24"
"3","1_IFN-a",1,"IFN-a","F3","SAF4","SAF","SPLEEN","LPS","HEU047",10,107,"18.56",45,21.24,15860.5,5990.73,"21.24"
"4","1_IFN-a",1,"IFN-a","G3","SAF5","SAF","SPLEEN","LPS","HEU047",10,118,"18.56",45,21.24,15860.5,5990.73,"21.24"
"5","1_IFN-a",1,"IFN-a","D4","SAF2","SAF","SPLEEN","R848","HEU001",171,93,"31.03",45,21.24,15860.5,5990.73,"31.03"
"6","1_IFN-a",1,"IFN-a","E4","SAF3","SAF","SPLEEN","R848","HEU001",41,121,"20.94",45,21.24,15860.5,5990.73,"21.24"
"7","1_IFN-a",1,"IFN-a","F4","SAF4","SAF","SPLEEN","R848","HEU047",152.5,118,"29.58",45,21.24,15860.5,5990.73,"29.58"
"8","1_IFN-a",1,"IFN-a","G4","SAF5","SAF","SPLEEN","R848","HEU047",388,153,"48.25",45,21.24,15860.5,5990.73,"48.25"
"9","1_IFN-a",1,"IFN-a","D5","SAF2","SAF","SPLEEN","US","HEU001",9,100,"18.49",45,21.24,15860.5,5990.73,"21.24"
"10","1_IFN-a",1,"IFN-a","E5","SAF3","SAF","SPLEEN","US","HEU001",10.5,100,"18.6",45,21.24,15860.5,5990.73,"21.24"
"11","1_IFN-a",1,"IFN-a","F5","SAF4","SAF","SPLEEN","US","HEU047",10,144,"18.56",45,21.24,15860.5,5990.73,"21.24"
"12","1_IFN-a",1,"IFN-a","G5","SAF5","SAF","SPLEEN","US","HEU047",9,112,"18.49",45,21.24,15860.5,5990.73,"21.24"
"13","1_IFN-a",1,"IFN-a","A6","SAF7","SAF","SPLEEN","LPS","HEU089",11,97,"18.64",45,21.24,15860.5,5990.73,"21.24"
"14","1_IFN-a",1,"IFN-a","B6","SAF8","SAF","SPLEEN","LPS","HEU089",10,127,"18.56",45,21.24,15860.5,5990.73,"21.24"
"15","1_IFN-a",1,"IFN-a","C6","SAF9","SAF","SPLEEN","LPS","HEU089",10,98,"18.56",45,21.24,15860.5,5990.73,"21.24"
"16","1_IFN-a",1,"IFN-a","D6","CAD1","CAD","SPLEEN","LPS","FM1005",10,93,"18.56",45,21.24,15860.5,5990.73,"21.24"
"17","1_IFN-a",1,"IFN-a","E6","CAD2","CAD","SPLEEN","LPS","FM1005",10,109,"18.56",45,21.24,15860.5,5990.73,"21.24"
"18","1_IFN-a",1,"IFN-a","F6","CAD3","CAD","SPLEEN","LPS","FM1005",12.5,6,"18.75",45,21.24,15860.5,5990.73,"-"
"19","1_IFN-a",1,"IFN-a","G6","CAD4","CAD","SPLEEN","LPS","FM1008",9,102,"18.49",45,21.24,15860.5,5990.73,"21.24"
"20","1_IFN-a",1,"IFN-a","A7","SAF7","SAF","SPLEEN","R848","HEU089",63,105,"22.63",45,21.24,15860.5,5990.73,"22.63"
"21","1_IFN-a",1,"IFN-a","B7","SAF8","SAF","SPLEEN","R848","HEU089",50,133,"21.63",45,21.24,15860.5,5990.73,"21.63"
"22","1_IFN-a",1,"IFN-a","C7","SAF9","SAF","SPLEEN","R848","HEU089",212.5,98,"34.29",45,21.24,15860.5,5990.73,"34.29"
"23","1_IFN-a",1,"IFN-a","D7","CAD1","CAD","SPLEEN","R848","FM1005",92,133,"24.87",45,21.24,15860.5,5990.73,"24.87"
"24","1_IFN-a",1,"IFN-a","E7","CAD2","CAD","SPLEEN","R848","FM1005",118,1,"26.89",45,21.24,15860.5,5990.73,"-"
"25","1_IFN-a",1,"IFN-a","F7","CAD3","CAD","SPLEEN","R848","FM1005",154.5,114,"29.74",45,21.24,15860.5,5990.73,"29.74"
"26","1_IFN-a",1,"IFN-a","G7","CAD4","CAD","SPLEEN","R848","FM1008",532,113,"59.88",45,21.24,15860.5,5990.73,"59.88"
"27","1_IFN-a",1,"IFN-a","A8","SAF7","SAF","SPLEEN","US","HEU089",10,98,"18.56",45,21.24,15860.5,5990.73,"21.24"
"28","1_IFN-a",1,"IFN-a","B8","SAF8","SAF","SPLEEN","US","HEU089",9,117,"18.49",45,21.24,15860.5,5990.73,"21.24"
"29","1_IFN-a",1,"IFN-a","C8","SAF9","SAF","SPLEEN","US","HEU089",9,108,"18.49",45,21.24,15860.5,5990.73,"21.24"
"30","1_IFN-a",1,"IFN-a","D8","CAD1","CAD","SPLEEN","US","FM1005",10,88,"18.56",45,21.24,15860.5,5990.73,"21.24"
"31","1_IFN-a",1,"IFN-a","E8","CAD2","CAD","SPLEEN","US","FM1005",10,116,"18.56",45,21.24,15860.5,5990.73,"21.24"
"32","1_IFN-a",1,"IFN-a","F8","CAD3","CAD","SPLEEN","US","FM1005",13,123,"18.79",45,21.24,15860.5,5990.73,"21.24"
"33","1_IFN-a",1,"IFN-a","G8","CAD4","CAD","SPLEEN","US","FM1008",9,108,"18.49",45,21.24,15860.5,5990.73,"21.24"
"34","1_IFN-a",1,"IFN-a","A9","CAD6","CAD","SPLEEN","LPS","FM1008",9,120,"18.49",45,21.24,15860.5,5990.73,"21.24"
"35","1_IFN-a",1,"IFN-a","B9","CAD7","CAD","SPLEEN","LPS","FM1011",9,121,"18.49",45,21.24,15860.5,5990.73,"21.24"
"36","1_IFN-a",1,"IFN-a","C9","CAD8","CAD","SPLEEN","LPS","FM1011",9,107,"18.49",45,21.24,15860.5,5990.73,"21.24"
"37","1_IFN-a",1,"IFN-a","D9","CAD9","CAD","SPLEEN","LPS","FM1011",9,126,"18.49",45,21.24,15860.5,5990.73,"21.24"
"38","1_IFN-a",1,"IFN-a","A10","CAD6","CAD","SPLEEN","R848","FM1008",313,129,"42.25",45,21.24,15860.5,5990.73,"42.25"
"39","1_IFN-a",1,"IFN-a","B10","CAD7","CAD","SPLEEN","R848","FM1011",486,119,"56.15",45,21.24,15860.5,5990.73,"56.15"
"40","1_IFN-a",1,"IFN-a","C10","CAD8","CAD","SPLEEN","R848","FM1011",342.5,120,"44.61",45,21.24,15860.5,5990.73,"44.61"
"41","1_IFN-a",1,"IFN-a","D10","CAD9","CAD","SPLEEN","R848","FM1011",54.5,96,"21.97",45,21.24,15860.5,5990.73,"21.97"
"42","1_IFN-a",1,"IFN-a","A11","CAD6","CAD","SPLEEN","US","FM1008",10,118,"18.56",45,21.24,15860.5,5990.73,"21.24"
"43","1_IFN-a",1,"IFN-a","B11","CAD7","CAD","SPLEEN","US","FM1011",9,120,"18.49",45,21.24,15860.5,5990.73,"21.24"
"44","1_IFN-a",1,"IFN-a","C11","CAD8","CAD","SPLEEN","US","FM1011",11,94,"18.64",45,21.24,15860.5,5990.73,"21.24"
"45","1_IFN-a",1,"IFN-a","D11","CAD9","CAD","SPLEEN","US","FM1011",9,113,"18.49",45,21.24,15860.5,5990.73,"21.24"
"46","1_IFN-a",1,"IFN-a","H3","SAF6","SAF","SPLEEN","LPS","HEU047",10,101,"18.56",45,21.24,15860.5,5990.73,"21.24"
"47","1_IFN-a",1,"IFN-a","H4","SAF6","SAF","SPLEEN","R848","HEU047",12,57,"18.72",45,21.24,15860.5,5990.73,"21.24"
"48","1_IFN-a",1,"IFN-a","H5","SAF6","SAF","SPLEEN","US","HEU047",10,85,"18.56",45,21.24,15860.5,5990.73,"21.24"
"49","1_IFN-a",1,"IFN-a","H6","CAD5","CAD","SPLEEN","LPS","FM1008",9,124,"18.49",45,21.24,15860.5,5990.73,"21.24"
"50","1_IFN-a",1,"IFN-a","H7","CAD5","CAD","SPLEEN","R848","FM1008",526,128,"59.39",45,21.24,15860.5,5990.73,"59.39"
"51","1_IFN-a",1,"IFN-a","H8","CAD5","CAD","SPLEEN","US","FM1008",10,105,"18.56",45,21.24,15860.5,5990.73,"21.24"
"52","1_IFN-g",1,"IFN-g","D3","SAF2","SAF","SPLEEN","LPS","HEU001",407.5,154,"18.51",75.5,3.05,13385,2812.09,"18.51"
"53","1_IFN-g",1,"IFN-g","E3","SAF3","SAF","SPLEEN","LPS","HEU001",279.5,132,"12.4",75.5,3.05,13385,2812.09,"12.4"
"54","1_IFN-g",1,"IFN-g","F3","SAF4","SAF","SPLEEN","LPS","HEU047",107,135,"4.46",75.5,3.05,13385,2812.09,"4.46"
"55","1_IFN-g",1,"IFN-g","G3","SAF5","SAF","SPLEEN","LPS","HEU047",609,124,"28.45",75.5,3.05,13385,2812.09,"28.45"
"56","1_IFN-g",1,"IFN-g","D4","SAF2","SAF","SPLEEN","R848","HEU001",6884,125,"566.29",75.5,3.05,13385,2812.09,"566.29"
"57","1_IFN-g",1,"IFN-g","E4","SAF3","SAF","SPLEEN","R848","HEU001",1353,133,"68.19",75.5,3.05,13385,2812.09,"68.19"
"58","1_IFN-g",1,"IFN-g","F4","SAF4","SAF","SPLEEN","R848","HEU047",6418.5,106,"504.23",75.5,3.05,13385,2812.09,"504.23"
"59","1_IFN-g",1,"IFN-g","G4","SAF5","SAF","SPLEEN","R848","HEU047",7992,169,"738.65",75.5,3.05,13385,2812.09,"738.65"
"60","1_IFN-g",1,"IFN-g","D5","SAF2","SAF","SPLEEN","US","HEU001",20,167,"0.65",75.5,3.05,13385,2812.09,"3.05"
"61","1_IFN-g",1,"IFN-g","E5","SAF3","SAF","SPLEEN","US","HEU001",19,116,"0.61",75.5,3.05,13385,2812.09,"3.05"
"62","1_IFN-g",1,"IFN-g","F5","SAF4","SAF","SPLEEN","US","HEU047",56,145,"2.2",75.5,3.05,13385,2812.09,"3.05"
"63","1_IFN-g",1,"IFN-g","G5","SAF5","SAF","SPLEEN","US","HEU047",25,119,"0.86",75.5,3.05,13385,2812.09,"3.05"
"64","1_IFN-g",1,"IFN-g","A6","SAF7","SAF","SPLEEN","LPS","HEU089",76.5,126,"3.1",75.5,3.05,13385,2812.09,"3.1"
"65","1_IFN-g",1,"IFN-g","B6","SAF8","SAF","SPLEEN","LPS","HEU089",58.5,120,"2.31",75.5,3.05,13385,2812.09,"3.05"
"66","1_IFN-g",1,"IFN-g","C6","SAF9","SAF","SPLEEN","LPS","HEU089",1423,122,"72.18",75.5,3.05,13385,2812.09,"72.18"
"67","1_IFN-g",1,"IFN-g","D6","CAD1","CAD","SPLEEN","LPS","FM1005",3388,109,"202.97",75.5,3.05,13385,2812.09,"202.97"
"68","1_IFN-g",1,"IFN-g","E6","CAD2","CAD","SPLEEN","LPS","FM1005",364,135,"16.41",75.5,3.05,13385,2812.09,"16.41"
"69","1_IFN-g",1,"IFN-g","F6","CAD3","CAD","SPLEEN","LPS","FM1005",481,3,"22.09",75.5,3.05,13385,2812.09,"-"
"70","1_IFN-g",1,"IFN-g","G6","CAD4","CAD","SPLEEN","LPS","FM1008",1821,116,"95.65",75.5,3.05,13385,2812.09,"95.65"
"71","1_IFN-g",1,"IFN-g","A7","SAF7","SAF","SPLEEN","R848","HEU089",4446,116,"291.5",75.5,3.05,13385,2812.09,"291.5"
"72","1_IFN-g",1,"IFN-g","B7","SAF8","SAF","SPLEEN","R848","HEU089",4339,130,"281.85",75.5,3.05,13385,2812.09,"281.85"
"73","1_IFN-g",1,"IFN-g","C7","SAF9","SAF","SPLEEN","R848","HEU089",2319,111,"127.06",75.5,3.05,13385,2812.09,"127.06"
"74","1_IFN-g",1,"IFN-g","D7","CAD1","CAD","SPLEEN","R848","FM1005",3427,136,"205.98",75.5,3.05,13385,2812.09,"205.98"
"75","1_IFN-g",1,"IFN-g","E7","CAD2","CAD","SPLEEN","R848","FM1005",4061,1,"257.56",75.5,3.05,13385,2812.09,"-"
